pickup_date,pickup_month,base,base_name,trips,vehicles
2015-05-24,2015-05,B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,90,9
2015-05-24,2015-05,B01066,DOMINICANA RAD DISP INC,898,84
2015-05-24,2015-05,B01069,RPO CAR AND LIMOUSINE SERVICE INC.,72,7
2015-05-24,2015-05,B01079,THE METRO MARINE CAR SERVICE INC,82,0
2015-05-24,2015-05,B01109,UNITED EXP C/L SVCE,772,79
2015-05-24,2015-05,B01129,GTWY INC,227,23
2015-05-24,2015-05,B01148,EVELYN CAR SERVICE INC,408,43
2015-05-24,2015-05,B01177,SLMK INC.,183,12
2015-05-24,2015-05,B01197,"TEL-A-CAR OF NEW YORK, LLC",39,23
2015-05-24,2015-05,B01231,GO CAR CORP.,35,12
2015-05-24,2015-05,B01269,DIVISION CAR & LIMO INC.,51,6
2015-05-24,2015-05,B01280,BENSONHURST RIDE INC.,77,15
2015-05-24,2015-05,B01306,"R N D TRANSPORTATION, INC.",33,9
2015-05-24,2015-05,B01332,SKYWAY CAR SERVICE EXPRESS INC.,35,5
2015-05-24,2015-05,B01336,BAY EXPRESS CORP.,67,12
2015-05-24,2015-05,B01367,"ROYAL DISPATCH SERVICES, INC.",20,11
2015-05-24,2015-05,B01379,J.J.S. TRANSPORTATION CO. INC.,9,1
2015-05-24,2015-05,B01391,ROSE 'N' DALE C/S INC,164,13
2015-05-24,2015-05,B01398,ALEX EXP C/L INC,1,0
2015-05-24,2015-05,B01424,EAGLE CAR & LIMO LTD.,12,2
2015-05-24,2015-05,B01445,J T TRANS CO INC,57,24
2015-05-24,2015-05,B01452,AREAS TRANSP INC,103,9
2015-05-24,2015-05,B01453,ST GEORGE EXPRESS CAR SERVICE INC.,250,16
2015-05-24,2015-05,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",77,8
2015-05-24,2015-05,B01509,"BRUNWISH ENTERPRISES,LTD.",673,64
2015-05-24,2015-05,B01514,LOS ANDES LIMO INC.,49,12
2015-05-24,2015-05,B01522,"STM ENTERPRISES,INC",65,11
2015-05-24,2015-05,B01537,S.I. SPEED INC.,112,13
2015-05-24,2015-05,B01546,BELLE ROCK OF BEACH CHANNEL INC.,119,6
2015-05-24,2015-05,B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,467,33
2015-05-24,2015-05,B01606,LA MEXICANA EXPRESS INC.,1970,96
2015-05-24,2015-05,B01608,JERUSALEM CAR COM.INC.,6,3
2015-05-24,2015-05,B01623,JAMAICA EXPRESS CAR SERVICE INC.,74,10
2015-05-24,2015-05,B01625,GLOBE CAR SERVICE INC,106,9
2015-05-24,2015-05,B01626,LA NUEVA QUISQUEYA C/S INC,1826,116
2015-05-24,2015-05,B01642,VICTORY CAR & LIMO SERVICE INC.,278,0
2015-05-24,2015-05,B01653,ART'S PLACE INC.,48,10
2015-05-24,2015-05,B01675,"TOWNCAR TRANSPORTATION, INC.",76,14
2015-05-24,2015-05,B01678,G WAY TRANSPORT INC.,37,5
2015-05-24,2015-05,B01726,SUPER CLASS RADIO DISP INC,1366,138
2015-05-24,2015-05,B01727,"CHAUFFEUR SERVICES, INC.",1,1
2015-05-24,2015-05,B01730,LUCKY EXPRESS CORPORATION,454,91
2015-05-24,2015-05,B01733,SHMT INC.,73,18
2015-05-24,2015-05,B01738,NEW COMMANDO CAR SERVICE CORP.,273,23
2015-05-24,2015-05,B01741,MONACO LIMO & CAR SERVICES INC.,71,13
2015-05-24,2015-05,B01742,"AVALON TRANSPORTATION, LLC",7,5
2015-05-24,2015-05,B01779,APEX CAR & LIMO SVCE INC,9,5
2015-05-24,2015-05,B01808,OLD TOWN CARS CORP,23,10
2015-05-24,2015-05,B01846,ROMANTIQUE LIMOUSINE INC.,3,3
2015-05-24,2015-05,B01854,EUROPE LIMOUSINE SERVICE INC,8,3
2015-05-24,2015-05,B01868,LIMO 4 LLC,1,1
2015-05-24,2015-05,B01875,ON LINE LIMOUSINE LLC,4,2
2015-05-24,2015-05,B01877,U.S.A. LIMO. INC.,28,17
2015-05-24,2015-05,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",478,49
2015-05-24,2015-05,B01912,"CAR 24 TRANSPORTATION, INC",2,0
2015-05-24,2015-05,B01913,MIRAGE LIMOUSINE SERVICE INC,18,9
2015-05-24,2015-05,B01928,DISCOVER LIMO INC,1,1
2015-05-24,2015-05,B01957,"ANIMO, INC",10,1
2015-05-24,2015-05,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,103,14
2015-05-24,2015-05,B01979,DREAMLAND CAR & LIMO.SVC INC.,1,1
2015-05-24,2015-05,B01984,NY 88 EXPRESS CORP.,100,37
2015-05-24,2015-05,B01990,SUK INCORPORATED,31,16
2015-05-24,2015-05,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,174,13
2015-05-24,2015-05,B02003,"AVALON CORPORATE CAR,INC.",21,16
2015-05-24,2015-05,B02016,PLANET LIMOUSINE LLC,9,7
2015-05-24,2015-05,B02021,EASYRIDE CAR SERVICE INC.,44,5
2015-05-24,2015-05,B02022,GOLD SEAL CAR & LIMO INC.,10,3
2015-05-24,2015-05,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,4,2
2015-05-24,2015-05,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",49,37
2015-05-24,2015-05,B02096,"CET GROUP, INC",2,2
2015-05-24,2015-05,B02106,"PERFECT LIMO SERVICE, INC.",3,0
2015-05-24,2015-05,B02110,"OPTIMUM CAR & LIMO, INC.",61,6
2015-05-24,2015-05,B02120,HARRISON GLOBAL LLC,117,46
2015-05-24,2015-05,B02127,"CONTINENTAL RIDE, INC.",2,1
2015-05-24,2015-05,B02133,"TWR CAR & LIMO, INC.",5,4
2015-05-24,2015-05,B02142,ASCENT LIMOUSINE INC.,1,1
2015-05-24,2015-05,B02144,"SILVER STAR LIMOUSINES, INC.",6,5
2015-05-24,2015-05,B02147,"MITA LIMOUSINE, INC.",5,5
2015-05-24,2015-05,B02155,ABA LUXURY CAR INC.,5,5
2015-05-24,2015-05,B02157,REAGAN CONVEYANCE  CORP.,128,65
2015-05-24,2015-05,B02191,US LIMO SYSTEM INC,15,8
2015-05-24,2015-05,B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",1,1
2015-05-24,2015-05,B02217,PCS LIMOUSINE INC.,3,2
2015-05-24,2015-05,B02240,NEW APPLE TRANS. INC.,8,5
2015-05-24,2015-05,B02248,HYBRID LIMO EXPRESS INC.,7,1
2015-05-24,2015-05,B02249,"LA RAZA CAR SERVICE, INC.",443,46
2015-05-24,2015-05,B02252,ASIANA LIMOUSINE INC.,7,3
2015-05-24,2015-05,B02265,"COUNTY CAR SERVICE, INC.",12,1
2015-05-24,2015-05,B02301,DOUBLE A CAR SERVICE INC.,426,25
2015-05-24,2015-05,B02306,ACCUELIMO LUXURY LLC,143,18
2015-05-24,2015-05,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",6,0
2015-05-24,2015-05,B02389,"EMBARQUE N.Y., INC.",10,4
2015-05-24,2015-05,B02397,CHICO EXPRESS CORP. 2,216,14
2015-05-24,2015-05,B02410,"POLO LIMOUSINE, CORP.",13,7
2015-05-24,2015-05,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",11,2
2015-05-24,2015-05,B02435,"TEINETCO, INC",1,1
2015-05-24,2015-05,B02440,MLL LIMOUSINE SERVICES INC.,11,6
2015-05-24,2015-05,B02447,"NEW HAMPTON CAR & LIMO, INC.",4,4
2015-05-24,2015-05,B02468,GROUNDLINK HOLDINGS LLC,58,18
2015-05-24,2015-05,B02470,CRI LIMO INC.,1,1
2015-05-24,2015-05,B02471,TSU GLOBAL SERVICES INC,8,4
2015-05-24,2015-05,B02475,ECKFORD LITE CAR & LIMO INC.,19,7
2015-05-24,2015-05,B02491,CALL THREES LLC,15,2
2015-05-24,2015-05,B02511,DEKALB CAR SERVICE CORP.,31,12
2015-05-24,2015-05,B02517,LOS PAISANOS LUXURY C/S INC.,12,8
2015-05-24,2015-05,B02532,COZY RIDE LIMOUSINE INC,29,0
2015-05-24,2015-05,B02541,HIBA CAR & LIMO SVC INC.,9,5
2015-05-24,2015-05,B02543,GTA CAR & LIMO SERVICE LLC,66,9
2015-05-24,2015-05,B02547,NICK CAR & LIMO SERVICE INC.,17,4
2015-05-24,2015-05,B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,1,1
2015-05-24,2015-05,B02573,SUNSET PARK CAR SERVICE INC,346,37
2015-05-24,2015-05,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",19,17
2015-05-24,2015-05,B02590,LUXOR LIMO INC,63,0
2015-05-24,2015-05,B02599,CMS LIMO INC.,3,1
2015-05-24,2015-05,B02629,CARLUX LIMO INC.,1,1
2015-05-24,2015-05,B02637,ROOSEVELT CAR & LIMO INC.,12,11
2015-05-24,2015-05,B02653,NEW COLLEGE CAR SVCE INC,1461,107
2015-05-24,2015-05,B02661,MIC-LOU CAR SERVICES_LLC,102,0
2015-05-24,2015-05,B02664,CORPORATE CAR LTD.,2,1
2015-05-24,2015-05,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",2,2
2015-05-24,2015-05,B02667,LEON LUXURY LIMO INC,1,1
2015-05-24,2015-05,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,3,3
2015-05-24,2015-05,B02695,SEE USA TOURS INC.,8,2
2015-05-24,2015-05,B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,2,2
2015-05-24,2015-05,B02712,AVE O CAR SERVICE INC,6,5
2015-05-24,2015-05,B02715,GROUNDANYWHERE LLC,58,18
2015-05-24,2015-05,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",105,1
2015-05-24,2015-05,B02718,CHURCHILL EXECUTIVE CARS INC,2,2
2015-05-24,2015-05,B02725,KIRIN TRANSPORTATION INC,116,1
2015-05-24,2015-05,B02726,COMPADRE CAR SERVICE INC.,288,13
2015-05-24,2015-05,B02751,RELIANCE GROUP INC,3,2
2015-05-24,2015-05,B02753,DADDY LIMO INC,16,10
2015-05-24,2015-05,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",1,1
2015-05-24,2015-05,B02808,INVASORA EXPRESS CAR SERVICE CORP.,38,4
2015-05-24,2015-05,B02821,E5 TRANSPORTATION SOLUTIONS INC.,41,4
2015-05-25,2015-05,B00008,T-D MAINTENANCE CORP,169,17
2015-05-25,2015-05,B00009,T-D MAINTENANCE,150,14
2015-05-25,2015-05,B00013,LOVE CORP CAR INC,57,30
2015-05-25,2015-05,B00014,NY ONE CORP CAR INC,66,36
2015-05-25,2015-05,B00021,MEXICANA HIGH CLASS INC.,728,53
2015-05-25,2015-05,B00029,COMMUNITY CAR SVC CORP,476,46
2015-05-25,2015-05,B00030,TREMONT DISPATCHING CORP,80,8
2015-05-25,2015-05,B00035,LOTUS RIDE INC,13,5
2015-05-25,2015-05,B00078,R & R ROAD LIMO SVCE INC,27,16
2015-05-25,2015-05,B00083,PAGE-A-RIDE INC,3,3
2015-05-25,2015-05,B00084,AUTOMOTIVE SVC SYSTEM INC,13,8
2015-05-25,2015-05,B00160,JAFFA CAR & LIMO SVC INC,308,22
2015-05-25,2015-05,B00170,EMUNAH CAR SERVICE INC,56,9
2015-05-25,2015-05,B00202,"EXCELSIOR CAR & LIMO, INC.",10,4
2015-05-25,2015-05,B00221,PROFESSIONAL CAR SERVICE INC,239,65
2015-05-25,2015-05,B00235,"ARISTACAR & LIMOUSINE, LTD.",4,4
2015-05-25,2015-05,B00236,LAST RADIO GROUP CORP.,11,6
2015-05-25,2015-05,B00248,YELLOWSTONE TRANSPORTATION INC.,1028,118
2015-05-25,2015-05,B00254,XYZ TWO WAY RADIO,218,96
2015-05-25,2015-05,B00256,FAST OPERATING CORP,1802,493
2015-05-25,2015-05,B00272,BIG APPLE CAR INC,69,45
2015-05-25,2015-05,B00277,ALL CITY CORP TRANS INC,3,3
2015-05-25,2015-05,B00296,PRIME TIME TRANS. INC,14,8
2015-05-25,2015-05,B00310,WATSON CAR SERVICE INC.,1307,126
2015-05-25,2015-05,B00319,AVENTINE AUTO RENTAL INC,48,10
2015-05-25,2015-05,B00334,DO MAX CORP.,68,27
2015-05-25,2015-05,B00373,PARTICULAR PEOPLE CAR SERVICE INC.,3,1
2015-05-25,2015-05,B00381,BELL RADIO INC,60,28
2015-05-25,2015-05,B00411,FONE-A-CAR INC,24,14
2015-05-25,2015-05,B00412,NYC 2 WAY INTERNATIONAL LTD,129,35
2015-05-25,2015-05,B00477,INTA-BORO ACRES INC,192,43
2015-05-25,2015-05,B00492,BLUE WHITE ASSOC. TRANS.SVC.INC.,201,20
2015-05-25,2015-05,B00552,HINO-MARU ENTERPRISES INC.,29,17
2015-05-25,2015-05,B00608,SUMMIT CORP CAR INC,48,15
2015-05-25,2015-05,B00619,LINCOLN LIMO SVCE INC,23,3
2015-05-25,2015-05,B00623,MANHATTAN INT'L LIMO NETWORK LLC,3,2
2015-05-25,2015-05,B00652,RESCUE C/S INC,99,16
2015-05-25,2015-05,B00706,"VIC & BAY CAR SERVICE, INC",468,16
2015-05-25,2015-05,B00789,VITAL TRANSPORTATION INC.,128,68
2015-05-25,2015-05,B00833,OMEGA CAR SERVICE INC.,68,0
2015-05-25,2015-05,B00837,CAREY LIMO N Y INC,210,79
2015-05-25,2015-05,B00881,CROSSBAY CAR SERVICE INC.,9,6
2015-05-25,2015-05,B00888,ACE C/L SVCE INC,16,8
2015-05-25,2015-05,B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,74,12
2015-05-25,2015-05,B00941,PERSONAL TOUCH C/S,52,0
2015-05-25,2015-05,B00975,"T.J.Q. CAR SERVICE, INC.",572,51
2015-05-25,2015-05,B00983,"1431 CAR SERVICE, INC.",73,9
2015-05-25,2015-05,B01013,AMERICANA TRANSPORTATION LLC,6,2
2015-05-25,2015-05,B01016,810 CAR SVCE CORP,685,71
2015-05-25,2015-05,B01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,51,8
2015-05-25,2015-05,B01066,DOMINICANA RAD DISP INC,685,71
2015-05-25,2015-05,B01069,RPO CAR AND LIMOUSINE SERVICE INC.,84,8
2015-05-25,2015-05,B01079,THE METRO MARINE CAR SERVICE INC,54,0
2015-05-25,2015-05,B01109,UNITED EXP C/L SVCE,680,79
2015-05-25,2015-05,B01129,GTWY INC,253,23
2015-05-25,2015-05,B01148,EVELYN CAR SERVICE INC,305,44
2015-05-25,2015-05,B01177,SLMK INC.,184,13
2015-05-25,2015-05,B01197,"TEL-A-CAR OF NEW YORK, LLC",55,28
2015-05-25,2015-05,B01231,GO CAR CORP.,49,13
2015-05-25,2015-05,B01269,DIVISION CAR & LIMO INC.,40,6
2015-05-25,2015-05,B01280,BENSONHURST RIDE INC.,249,26
2015-05-25,2015-05,B01306,"R N D TRANSPORTATION, INC.",38,8
2015-05-25,2015-05,B01313,JOY CAR SERVICES INC.,12,10
2015-05-25,2015-05,B01332,SKYWAY CAR SERVICE EXPRESS INC.,51,7
2015-05-25,2015-05,B01336,BAY EXPRESS CORP.,192,21
2015-05-25,2015-05,B01367,"ROYAL DISPATCH SERVICES, INC.",44,23
2015-05-25,2015-05,B01379,J.J.S. TRANSPORTATION CO. INC.,12,2
2015-05-25,2015-05,B01391,ROSE 'N' DALE C/S INC,133,12
2015-05-25,2015-05,B01398,ALEX EXP C/L INC,1,0
2015-05-25,2015-05,B01417,NESHER EXPRESS CAR SERVICE 2 INC.,29,0
2015-05-25,2015-05,B01445,J T TRANS CO INC,54,34
2015-05-25,2015-05,B01452,AREAS TRANSP INC,87,9
2015-05-25,2015-05,B01453,ST GEORGE EXPRESS CAR SERVICE INC.,268,16
2015-05-25,2015-05,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",62,8
2015-05-25,2015-05,B01509,"BRUNWISH ENTERPRISES,LTD.",642,69
2015-05-25,2015-05,B01514,LOS ANDES LIMO INC.,44,9
2015-05-25,2015-05,B01522,"STM ENTERPRISES,INC",49,11
2015-05-25,2015-05,B01537,S.I. SPEED INC.,129,13
2015-05-25,2015-05,B01546,BELLE ROCK OF BEACH CHANNEL INC.,86,9
2015-05-25,2015-05,B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,331,27
2015-05-25,2015-05,B01606,LA MEXICANA EXPRESS INC.,1536,108
2015-05-25,2015-05,B01608,JERUSALEM CAR COM.INC.,6,3
2015-05-25,2015-05,B01623,JAMAICA EXPRESS CAR SERVICE INC.,65,8
2015-05-25,2015-05,B01625,GLOBE CAR SERVICE INC,120,9
2015-05-25,2015-05,B01626,LA NUEVA QUISQUEYA C/S INC,1287,105
2015-05-25,2015-05,B01642,VICTORY CAR & LIMO SERVICE INC.,206,0
2015-05-25,2015-05,B01653,ART'S PLACE INC.,48,10
2015-05-25,2015-05,B01675,"TOWNCAR TRANSPORTATION, INC.",71,14
2015-05-25,2015-05,B01678,G WAY TRANSPORT INC.,33,5
2015-05-25,2015-05,B01726,SUPER CLASS RADIO DISP INC,1069,127
2015-05-25,2015-05,B01727,"CHAUFFEUR SERVICES, INC.",1,1
2015-05-25,2015-05,B01730,LUCKY EXPRESS CORPORATION,499,91
2015-05-25,2015-05,B01733,SHMT INC.,104,9
2015-05-25,2015-05,B01738,NEW COMMANDO CAR SERVICE CORP.,177,20
2015-05-25,2015-05,B01741,MONACO LIMO & CAR SERVICES INC.,64,11
2015-05-25,2015-05,B01742,"AVALON TRANSPORTATION, LLC",5,4
2015-05-25,2015-05,B01779,APEX CAR & LIMO SVCE INC,12,7
2015-05-25,2015-05,B01808,OLD TOWN CARS CORP,19,10
2015-05-25,2015-05,B01849,JOE PAL LIMOUSINE LTD,1,1
2015-05-25,2015-05,B01854,EUROPE LIMOUSINE SERVICE INC,22,8
2015-05-25,2015-05,B01868,LIMO 4 LLC,4,4
2015-05-25,2015-05,B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,3,2
2015-05-25,2015-05,B01877,U.S.A. LIMO. INC.,46,36
2015-05-25,2015-05,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",405,42
2015-05-25,2015-05,B01912,"CAR 24 TRANSPORTATION, INC",8,0
2015-05-25,2015-05,B01913,MIRAGE LIMOUSINE SERVICE INC,13,8
2015-05-25,2015-05,B01928,DISCOVER LIMO INC,1,1
2015-05-25,2015-05,B01957,"ANIMO, INC",14,2
2015-05-25,2015-05,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,99,12
2015-05-25,2015-05,B01979,DREAMLAND CAR & LIMO.SVC INC.,1,1
2015-05-25,2015-05,B01984,NY 88 EXPRESS CORP.,278,68
2015-05-25,2015-05,B01990,SUK INCORPORATED,56,25
2015-05-25,2015-05,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,94,11
2015-05-25,2015-05,B02003,"AVALON CORPORATE CAR,INC.",38,31
2015-05-25,2015-05,B02016,PLANET LIMOUSINE LLC,26,14
2015-05-25,2015-05,B02021,EASYRIDE CAR SERVICE INC.,32,6
2015-05-25,2015-05,B02022,GOLD SEAL CAR & LIMO INC.,17,11
2015-05-25,2015-05,B02026,A RIDE FOR ALL LLC,1,1
2015-05-25,2015-05,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,8,3
2015-05-25,2015-05,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",109,56
2015-05-25,2015-05,B02096,"CET GROUP, INC",2,2
2015-05-25,2015-05,B02106,"PERFECT LIMO SERVICE, INC.",3,0
2015-05-25,2015-05,B02110,"OPTIMUM CAR & LIMO, INC.",37,4
2015-05-25,2015-05,B02120,HARRISON GLOBAL LLC,133,52
2015-05-25,2015-05,B02127,"CONTINENTAL RIDE, INC.",1,1
2015-05-25,2015-05,B02133,"TWR CAR & LIMO, INC.",9,6
2015-05-25,2015-05,B02144,"SILVER STAR LIMOUSINES, INC.",11,6
2015-05-25,2015-05,B02147,"MITA LIMOUSINE, INC.",5,5
2015-05-25,2015-05,B02155,ABA LUXURY CAR INC.,7,7
2015-05-25,2015-05,B02157,REAGAN CONVEYANCE  CORP.,157,72
2015-05-25,2015-05,B02182,"FINEST CAR SERVICE, LLC",1,1
2015-05-25,2015-05,B02183,BANGLA CAR & LIMO. SERVICE INC.,10,10
2015-05-25,2015-05,B02191,US LIMO SYSTEM INC,15,8
2015-05-25,2015-05,B02217,PCS LIMOUSINE INC.,1,1
2015-05-25,2015-05,B02240,NEW APPLE TRANS. INC.,5,5
2015-05-25,2015-05,B02248,HYBRID LIMO EXPRESS INC.,6,1
2015-05-25,2015-05,B02249,"LA RAZA CAR SERVICE, INC.",269,39
2015-05-25,2015-05,B02252,ASIANA LIMOUSINE INC.,2,2
2015-05-25,2015-05,B02265,"COUNTY CAR SERVICE, INC.",4,1
2015-05-25,2015-05,B02301,DOUBLE A CAR SERVICE INC.,327,23
2015-05-25,2015-05,B02306,ACCUELIMO LUXURY LLC,99,16
2015-05-25,2015-05,B02308,NORWOOD CAR & LIMO INC.,35,20
2015-05-25,2015-05,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",4,0
2015-05-25,2015-05,B02389,"EMBARQUE N.Y., INC.",23,8
2015-05-25,2015-05,B02397,CHICO EXPRESS CORP. 2,154,11
2015-05-25,2015-05,B02410,"POLO LIMOUSINE, CORP.",21,11
2015-05-25,2015-05,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",10,2
2015-05-25,2015-05,B02435,"TEINETCO, INC",4,3
2015-05-25,2015-05,B02440,MLL LIMOUSINE SERVICES INC.,22,15
2015-05-25,2015-05,B02447,"NEW HAMPTON CAR & LIMO, INC.",4,4
2015-05-25,2015-05,B02468,GROUNDLINK HOLDINGS LLC,72,20
2015-05-25,2015-05,B02470,CRI LIMO INC.,7,5
2015-05-25,2015-05,B02471,TSU GLOBAL SERVICES INC,5,3
2015-05-25,2015-05,B02475,ECKFORD LITE CAR & LIMO INC.,11,5
2015-05-25,2015-05,B02491,CALL THREES LLC,10,1
2015-05-25,2015-05,B02511,DEKALB CAR SERVICE CORP.,31,15
2015-05-25,2015-05,B02517,LOS PAISANOS LUXURY C/S INC.,14,10
2015-05-25,2015-05,B02524,ESQ LIMOUSINE LLC,1,1
2015-05-25,2015-05,B02532,COZY RIDE LIMOUSINE INC,31,0
2015-05-25,2015-05,B02541,HIBA CAR & LIMO SVC INC.,6,5
2015-05-25,2015-05,B02543,GTA CAR & LIMO SERVICE LLC,59,9
2015-05-25,2015-05,B02547,NICK CAR & LIMO SERVICE INC.,18,7
2015-05-25,2015-05,B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,2,2
2015-05-25,2015-05,B02573,SUNSET PARK CAR SERVICE INC,265,35
2015-05-25,2015-05,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",29,23
2015-05-25,2015-05,B02590,LUXOR LIMO INC,51,0
2015-05-25,2015-05,B02599,CMS LIMO INC.,4,1
2015-05-25,2015-05,B02629,CARLUX LIMO INC.,3,2
2015-05-25,2015-05,B02637,ROOSEVELT CAR & LIMO INC.,8,8
2015-05-25,2015-05,B02653,NEW COLLEGE CAR SVCE INC,1104,93
2015-05-25,2015-05,B02661,MIC-LOU CAR SERVICES_LLC,94,0
2015-05-25,2015-05,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",1,1
2015-05-25,2015-05,B02667,LEON LUXURY LIMO INC,8,3
2015-05-25,2015-05,B02673,CONCORDE LIMOUSINE INC,1,1
2015-05-25,2015-05,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,3,3
2015-05-25,2015-05,B02695,SEE USA TOURS INC.,13,3
2015-05-25,2015-05,B02705,GROUND JET EXECUTIVE TRANSPORTATION LLC,4,3
2015-05-25,2015-05,B02710,PARADA CAR SERVICE,6,6
2015-05-25,2015-05,B02712,AVE O CAR SERVICE INC,7,7
2015-05-25,2015-05,B02715,GROUNDANYWHERE LLC,72,20
2015-05-25,2015-05,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",101,1
2015-05-25,2015-05,B02723,CHARLIE BLACK CAR INC,2,0
2015-05-25,2015-05,B02725,KIRIN TRANSPORTATION INC,105,1
2015-05-25,2015-05,B02726,COMPADRE CAR SERVICE INC.,222,11
2015-05-25,2015-05,B02751,RELIANCE GROUP INC,2,2
2015-05-25,2015-05,B02753,DADDY LIMO INC,15,11
2015-05-25,2015-05,B02754,TIGER CAR SERVICE INC.,2,1
2015-05-25,2015-05,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",11,4
2015-05-25,2015-05,B02808,INVASORA EXPRESS CAR SERVICE CORP.,20,4
2015-05-25,2015-05,B02821,E5 TRANSPORTATION SOLUTIONS INC.,10,2
2015-05-26,2015-05,B00008,T-D MAINTENANCE CORP,151,15
2015-05-26,2015-05,B00009,T-D MAINTENANCE,117,16
2015-05-26,2015-05,B00013,LOVE CORP CAR INC,281,101
2015-05-26,2015-05,B00014,NY ONE CORP CAR INC,402,145
2015-05-26,2015-05,B00021,MEXICANA HIGH CLASS INC.,744,62
2015-05-26,2015-05,B00029,COMMUNITY CAR SVC CORP,571,51
2015-05-26,2015-05,B00030,TREMONT DISPATCHING CORP,197,16
2015-05-26,2015-05,B00035,LOTUS RIDE INC,25,21
2015-05-26,2015-05,B00078,R & R ROAD LIMO SVCE INC,52,30
2015-05-26,2015-05,B00083,PAGE-A-RIDE INC,28,13
2015-05-26,2015-05,B00084,AUTOMOTIVE SVC SYSTEM INC,11,5
2015-05-26,2015-05,B00160,JAFFA CAR & LIMO SVC INC,296,22
2015-05-26,2015-05,B00170,EMUNAH CAR SERVICE INC,56,9
2015-05-26,2015-05,B00202,"EXCELSIOR CAR & LIMO, INC.",43,15
2015-05-26,2015-05,B00221,PROFESSIONAL CAR SERVICE INC,544,83
2015-05-26,2015-05,B00235,"ARISTACAR & LIMOUSINE, LTD.",21,11
2015-05-26,2015-05,B00236,LAST RADIO GROUP CORP.,39,16
2015-05-26,2015-05,B00248,YELLOWSTONE TRANSPORTATION INC.,928,125
2015-05-26,2015-05,B00254,XYZ TWO WAY RADIO,948,274
2015-05-26,2015-05,B00256,FAST OPERATING CORP,2735,623
2015-05-26,2015-05,B00272,BIG APPLE CAR INC,260,124
2015-05-26,2015-05,B00277,ALL CITY CORP TRANS INC,122,34
2015-05-26,2015-05,B00281,"VEE CEE LIMOUSINE SERVICE, INC",110,9
2015-05-26,2015-05,B00296,PRIME TIME TRANS. INC,59,32
2015-05-26,2015-05,B00310,WATSON CAR SERVICE INC.,1380,145
2015-05-26,2015-05,B00319,AVENTINE AUTO RENTAL INC,128,13
2015-05-26,2015-05,B00334,DO MAX CORP.,143,38
2015-05-26,2015-05,B00373,PARTICULAR PEOPLE CAR SERVICE INC.,2,1
2015-05-26,2015-05,B00381,BELL RADIO INC,287,107
2015-05-26,2015-05,B00411,FONE-A-CAR INC,202,57
2015-05-26,2015-05,B00412,NYC 2 WAY INTERNATIONAL LTD,384,86
2015-05-26,2015-05,B00448,DIAL CAR INC.,5,2
2015-05-26,2015-05,B00477,INTA-BORO ACRES INC,972,146
2015-05-26,2015-05,B00492,BLUE WHITE ASSOC. TRANS.SVC.INC.,266,22
2015-05-26,2015-05,B00552,HINO-MARU ENTERPRISES INC.,58,33
2015-05-26,2015-05,B00608,SUMMIT CORP CAR INC,129,39
2015-05-26,2015-05,B00619,LINCOLN LIMO SVCE INC,20,4
2015-05-26,2015-05,B00623,MANHATTAN INT'L LIMO NETWORK LLC,22,8
2015-05-26,2015-05,B00652,RESCUE C/S INC,127,15
2015-05-26,2015-05,B00706,"VIC & BAY CAR SERVICE, INC",812,19
